PM2_5,PM10,NO2,SO2,CO,Temperature,Humidity,label
32.7212808721816,55.562294404485044,56.206976372787324,8.800038849607843,0.3233058192793865,38.51826764749798,69.03201615411332,1
81.75887766958104,95.20532791730793,36.095775051653256,16.143271778569275,0.2263818253992047,10.449599053416499,18.94882080693806,2
48.23084479666295,69.99361377430978,33.889991629194014,0.5612935676192912,1.435204914149092,22.679279433247135,49.496184304817305,1
28.92276198317866,49.81669476233128,14.745948727731397,3.6123324062295046,1.1897504543709119,25.116063763201428,72.74032973055337,1
60.441515505546526,68.45777748351736,19.184873523664034,1.8078201290940168,1.908742050372017,32.63660724610553,46.344761960829125,2
46.52142548378936,72.48101898650435,9.414928888999832,12.237310230448013,0.9264754730614836,15.812960128595542,51.60459149940319,1
46.593749051777124,81.79962684029682,71.17920601616538,2.34673064480741,1.0332225245412303,22.675652232371718,66.28722307596847,1
67.23495117012489,76.93129787890942,18.332809475460422,8.742388785447247,0.674040315021583,25.441050602837624,79.71107232892527,2
78.94822950674313,90.28481129060829,5.542898584748027,3.1714753267399542,1.6457826361178194,31.195134191545186,40.97103346207997,2
30.86294384341926,74.37080658087706,41.45685468989914,9.841775070970169,0.6791373245780797,29.155749001025825,84.11226410562202,2
94.34252016865446,96.51727523960615,43.10148058317404,5.830218519684056,0.23468900759315336,28.02183445238718,24.984830257150882,2
67.15844148995753,79.79050952458365,38.99790585931993,1.778908324213976,0.5803804106425344,31.68167901400206,71.2902812565072,2
21.762821543762144,32.40685203404091,2.5309720566806604,10.553991325461801,0.3583795432361816,34.92196713324509,84.8157420590449,0
68.3514772182233,84.50891627112054,28.59691454758376,7.3559362744276084,0.7604881688292948,23.848225432883336,100.0,2
15.58092861454962,26.705075324882067,7.416599789038063,8.335095005745938,1.7137510966139347,20.740627431270276,52.566345529028844,1
47.339934767817816,50.71923801584548,31.200008294490633,7.248972407450978,0.26858771499158285,13.911647557715952,79.51906859349927,1
65.81962085999662,82.63882129708053,31.486434450040406,7.88885247205429,0.3850797655753463,29.951508758659017,69.6803871449347,2
108.51022616202329,131.40037544205182,23.94181644919065,6.714753463261967,0.8925759933233559,19.77326905487754,73.81526910438558,2
135.3360621614304,171.89203808538073,6.898913141861684,14.263190774585285,0.28431089084309724,18.07125321414495,49.55163322380494,2
63.18474895642301,71.66941246272529,12.631331761775957,3.9753558994231746,1.3221213197542503,25.981300525913635,24.32941730211082,2
73.1370361301818,75.98155073618794,3.5601692088124466,4.450709037487945,0.721891275085135,25.128086386887972,70.80167569271671,2
87.26423526572115,130.99530752949929,39.18109867504343,6.7910467178583875,1.450209198890364,20.919844198435932,69.30488655677316,2
31.651736024706803,58.04294622696514,5.641262303252258,3.671110708872126,0.7268361379739372,29.22405327492328,25.498102374413605,0
85.04621707196667,105.44804067270567,8.345736569198028,9.054398008508311,0.429045809790078,18.640783182286,70.24747719848816,2
59.7551293002128,79.55896696936313,55.44837507404975,0.5001471184752866,1.292483051683952,26.157756458405288,27.80976588828117,1
79.94400295094975,81.0678057546267,21.944270290419556,15.575276018274852,1.041714706639695,20.722754962738346,29.7265489980798,2
24.568574324391392,46.882017473280676,7.082573634799722,11.31392981567991,0.9337876727391714,28.57111570649694,28.594395607155914,0
36.82879743273079,52.14483289468722,11.048249305387458,2.976349483636545,0.8943928474592455,31.67520113681677,72.76646372484548,1
58.93411342984335,77.5863457397372,39.60583221548947,9.507748269759334,1.5266199362165835,14.083018015768321,57.38948865069402,1
133.02404108442062,142.75289302873387,26.16982965238037,4.949188995249145,0.6474635406574806,25.291338088227853,37.980520832584915,2
92.3313288024772,117.79611810804333,37.93616987440735,9.867542678668524,0.6320541101434745,25.068528325053702,74.13008872699022,2
108.76321354894517,116.33983982713835,3.2295773445995763,22.05329469655222,1.4200163482263113,22.808380191768787,85.74935004338109,2
43.079996557971825,62.932323277742114,36.581662186565936,8.74479336541386,0.19548923587108102,24.806800872209028,77.39240437083654,1
125.94686305537972,133.4241081120233,19.157240185467863,5.384806056026915,0.8509477876347659,28.735547971623213,75.901539967426,2
